Video URL	Nickname	User URL	Date	Text	Email from comment	Upvotes	Replies
https://www.youtube.com/watch?v=CXYGOpcNNSQ	John Reaper	http://www.youtube.com/channel/UCDsMKHJuPObCgTG8O5khB6g	2021-11-14T16:26:27Z	"Here’s my theory on this I don’t think Cryo Albedo is the real Albedo hence the word Shadows in “Shadows Amidst Snowstorms”. Since Albedo’s research revolves around the creation of life it isn’t to far fetched that someone stole his research to create another version of him. The avalanche is created by Cryo Albedo which Albedo got caught in, resulting in him going missing. Eula and the others came across Cryo Albedo thinking it’s Albedo unknown to them that he’s still missing.

The reason I think Cryo Albedo can wield Cryo because he’s a artificial human therefore he doesn’t need a vision to manipulate elements. Albedo has hinted that Traveler is like him, made of chalk; an artificial life form made of a superior substance. If Albedo is similar to Traveler- who can wield multiple elements without a vision- then theoretically it should be possible for Albedo to do the same, hence Cryo Albedo."		19	2
https://www.youtube.com/watch?v=CXYGOpcNNSQ	redtrashpandas	http://www.youtube.com/channel/UCZGlwyXSvO94muHEEiIC9nw	2021-11-25T16:56:34Z	"!!SPOILERS FOR ALBEDO QUEST!!




I just realised, since i'm doing the quest now, they never showed Albedo's neck here because the impostors didn't have his symbol! holy heck"		14	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Blue dragon Marcus	http://www.youtube.com/channel/UC-4iBDOdmnbngGyK_lNQqOA	2021-11-25T07:34:28Z	I'm laughing at people now who saying albedo is evil and he's going to die 😂😂		9	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Kayro	http://www.youtube.com/channel/UCqSiuHI-hP_iuwgACsVxkHQ	2021-11-30T15:09:06Z	"""Dragonspine has become a more dangerous place than it used to be""

Me still not being able to keep sheer cold gauge full 🗿"		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	chaojiun 2001	http://www.youtube.com/channel/UC-37Yngv5Gt0C1NeG6SNtwg	2021-11-12T12:45:54Z	"Klee: *Tries to destroy Mondstadt*
Albedo: *Actually destroys Mondstadt*
Edit: Thanks guys, this breaks my yt number of likes record :D"		7405	35
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Meowzi	http://www.youtube.com/channel/UCVAJ4S0TLqrdp9ttuh33EaA	2021-11-30T23:22:19Z	Fun fact: The Albedo with cryo is the imposter		3	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	JustSomeRandomNerd	http://www.youtube.com/channel/UCXHVQFUd-KwA4tb-1q6E4mg	2021-11-25T13:46:10Z	from the attack pattern on the cryo attack albedo did I think its safe to assume something took his form and plus pretty sure Albedo is right handed the other Albedo attacked from his left hand.		8	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Jiaxinguf Chenjf	http://www.youtube.com/channel/UCgUGJBYOIOgS9NooCPmZfiQ	2021-11-15T18:44:33Z	Bennett using traveler's sword: look at me, I am the protagonist right now.		90	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Rianitidine Sobandi	http://www.youtube.com/channel/UCeeSTKOM31wPFS-2aEY1IRQ	2021-12-01T12:26:35Z	"SPOILER ALERT











I love how they cut the trailer directly before the real albedo stab the impostor albedo. And they didn't even show albedo's neck in that entire fight scene :3"		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Kitsu	http://www.youtube.com/channel/UCRW7r9C84Yz2y6wIRmJKmXQ	2021-11-13T00:22:26Z	"Gorou’s voice line: “…I will use my new found power to fight with my friends…”
Itto’s voice line: “SHUT UP WOULD’YA!?”"		2291	8
https://www.youtube.com/watch?v=CXYGOpcNNSQ	pixiependant	http://www.youtube.com/channel/UC4JTniDQGDFNaJIJtteLZQw	2021-11-26T07:05:02Z	"""Albedo, what the devil did you think you were doing?!""
""What I was born to do."""		4	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Junior 2 Oreo	http://www.youtube.com/channel/UCjjAXPlpjW5VFIK_kYpAiXQ	2021-11-24T04:44:13Z	"Cryo albedo: exist
Tsaritsa: I’m the cryo archon!
Albedo: i have a banner 😌"		8	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	ً	http://www.youtube.com/channel/UCdq2ntL1yg-s89GL9nq1Y_Q	2021-11-28T14:16:37Z	"Albedo : * turns Evil *
Me : * Realizes what Dain gonna to him when he gets out of line *"		2	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	• boma •	http://www.youtube.com/channel/UC4Z1QcX_ieZ1ViqSUPCcsmw	2021-11-14T17:53:08Z	I’m so excited! The voice actors were amazing, the graphics too! Genshin impact has really stolen my heart ❤️		14	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	The Flame Pillar	http://www.youtube.com/channel/UC0rK00aU_GlLCKJY4QK5o8A	2021-11-13T02:01:45Z	"Eula: *""Albedo what in the devil do you think you were doing?""*


Albedo: *""VENGEANCE WILL BE MINE""*"		6196	41
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Purple_Ross 50 Studio	http://www.youtube.com/channel/UC4lTn89ELyTKg0d9LhBq1tA	2021-11-24T03:12:31Z	Another update has past and traveller is still holding a dull blade		5	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	yin yan	http://www.youtube.com/channel/UC_1IhhJOp-dLKK7BxhYj8ug	2021-11-15T13:34:51Z	"Everyone: **talks about albedo**

Me: **vibing to itto's theme**"		33	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	sophisok	http://www.youtube.com/channel/UC2pG_OtmlRB3eUe3IlLVRQA	2021-11-16T00:23:10Z	When Itto said ""Shut up would ya!?"" I think my heart skipped a beat		33	2
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Jalien10	http://www.youtube.com/channel/UCOVfhMhQY7PYgO2l020TLfQ	2021-11-16T13:55:43Z	"I have a theory:
Albedo lost control due to losing some of his alchemy notes and he’s fighting against his will because the fatui are controlling his brain. (Signora is dead in this theory)"		37	5
https://www.youtube.com/watch?v=CXYGOpcNNSQ	ThreeSidedDemo	http://www.youtube.com/channel/UC0z2OxAbDCNSA_DFx-c6csg	2021-11-12T16:22:43Z	"Albedo once said:
""If one day, I lost control... Destroy Mondstadt... Destroy everything... Can I rely on you to stop me?"""		2562	18
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Cosmic-Lust	http://www.youtube.com/channel/UC0IDzoVvUMAAph4sjuwPuFQ	2021-11-15T19:56:28Z	"Genshin Impact: Here, is a good ol' dose of depression.

Fans: 😭😭😭😭

Also Genshin Impact: But look you can also make funky little snowman so it's all better!!"		77	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Jochem Bosman	http://www.youtube.com/channel/UCF53jew_qxXrDZYj5A3HQ-w	2021-12-01T00:06:53Z	Albedo’s hair needs to be the same as his art work because that makes him more confident and powerful and now he looks like a twig		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	XH 3	http://www.youtube.com/channel/UC1aDDJtNyJ41UF6tNfBqMug	2021-11-20T06:00:33Z	I like when different heroes are involved in the story line. It's more interesting and we get to see the previous one.		7	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Milky Way UwU	http://www.youtube.com/channel/UCrSbsHDzRSbVFytIxxM9qCw	2021-11-15T04:32:11Z	As an Amber main, Amber getting another screen time has given me much joy in my heart.		7	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Senesha De Silva	http://www.youtube.com/channel/UCftyXt_R8hSI-s2lj9bM6xw	2021-11-13T04:39:49Z	"Eula: ""What the devil do you think you were doing""
Albedo: ""The cold never bothered me anyway"""		3339	12
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Thorondor	http://www.youtube.com/channel/UCk_-N821lxDPEQCV3wR563A	2021-11-26T07:19:59Z	2:39 When you pull for Albedo but it turns out to be Qiqi.		4	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Debra Nguyen	http://www.youtube.com/channel/UCbij6GEWCUlUQAQ-go5OORQ	2021-11-27T04:35:05Z	That cryo Albedo is not actual Albedo because if u guys look closely at real Albedo he has a geo star on his neck but fake Albedo dosent have the geo star		3	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Aerith MENDOZA VERA	http://www.youtube.com/channel/UCE3T0wF04iuP2e-oDtC2v0Q	2021-11-29T21:58:52Z	"It would be very good, that some characters of the game, came more up in level, 
So that players do not have to spend so many objects to level up the characters. 




It would be very good, that in the game they could, add exchange, of characters with other players. 
So, for example, the players can help us, level up our characters, who have made the exchanges."		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Shikakei	http://www.youtube.com/channel/UCA9hmlOc2kaMg56deF4HBsg	2021-11-28T02:11:20Z	Solo diré algo para los que hablan español, ese no es Albedo, es otro, en la misión cuando Albedo sale de la cueva no tiene la estrella amarilla en el cuello y el verdadero Albedo si lo tiene:)		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Halo Potato	http://www.youtube.com/channel/UCYB5W11Wy0oir3ARhom89Jw	2021-11-12T12:46:36Z	"Amber and Eula: *Building a snowman*
Meanwhile Albedo: *Loud mental breakdown noises*"		7483	26
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Aerith MENDOZA VERA	http://www.youtube.com/channel/UCE3T0wF04iuP2e-oDtC2v0Q	2021-11-29T22:06:37Z	"Also what they should be able to add in the game. It's a coat for all the characters. 
Because in the mountains of spinach, it is very cold. 
And the characters immediately enter them, cold at every step we take in the mountains of snow. 
There in spinach. 

We spent an hour walking in the snows, and spent another hour. 
And the cold is accumulating, in the characters. 

And when we realize, the blue bar is getting more and more full 
And we already have the cold getting closer and closer. And each time they accumulate it, the characters. 




That's why Mihoyo must be able to add a coat for the characters in the game."		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Player Unknown	http://www.youtube.com/channel/UCSjrTnChrebFv6VjpJXpXMA	2021-11-17T15:08:23Z	I'm just expecting Itto to say: ""For Real""		11	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	AshleyIsWatching	http://www.youtube.com/channel/UCWVnKF1eSc6eaWpITn8PqCA	2021-11-19T03:01:00Z	First Albedo’s and Diluc’s hair, now Itto’s body. Literally sobbing		10	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Spikey Sings	http://www.youtube.com/channel/UC1NZGYEejYBynW2xwkB-iLQ	2021-11-24T10:49:44Z	"I hope there will be a festival event soon in Inazuma where we see all characters like in windblume and the gouba one
Then i hope we get a region collides quest where characters from different regions would work with each other(highest hope is somehow, the archons meet"		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	HumHa	http://www.youtube.com/channel/UCOOCUWiu_eeY7O3yX-Swfqg	2021-11-13T04:59:57Z	"Timmie brainwashed Albedo to attack Aether and his friends, avenging his piegons



Edit: I never said that the boy in the trailer is Timmie."		3284	15
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Bøba Gacha	http://www.youtube.com/channel/UCG_VMuoydQwM1ccJRITyKHA	2021-11-15T04:12:16Z	"Me as a Klee main: *Happy for quest in dragon spine after suffering with La signora*

*realising we’re fighting albedo* “Jean! Their picking on me!”"		10	4
https://www.youtube.com/watch?v=CXYGOpcNNSQ	kevin moon is cute	http://www.youtube.com/channel/UCi6FRVTEkdhNCTwVoh4y61w	2021-11-15T02:00:14Z	usually i just watch the trailer once and then in the far future i'll go back to just enjoy it again, but i've been coming back and watching this trailer like every 2 hours lol. i'm just so intrigued by what's going on with albedo		4	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	I lik3_c4ts	http://www.youtube.com/channel/UCDyV3-fdSTVXqS2GvwcvQIQ	2021-11-30T00:51:18Z	This trailer is Really good, Job well done mihoyo^^.		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Andry Salimin	http://www.youtube.com/channel/UCNOdfH3o_jw--PNQqVbXZJg	2021-11-15T04:20:28Z	"*Albedo: ""Cosplay As Elsa""*
*Eula: Albedo What The Devil Do You Think You Were Doing*
*Have Someone Realize Bennets*
*Naruto Run :0*

*Eula: 5 Star Weapon*
*Albedo: 4 Star Weapon*
*Bennet: 3 Star Weapon*
*Traveler: Star Weapon ""Dull Blade""*"		26	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	tenacioustxt	http://www.youtube.com/channel/UCSaKABS5FrJL753u08FqK8A	2021-11-12T13:45:54Z	"*sees albedo in possibly his evil arc*

me: whatever albedo's doing, even though it might be something bad, i'll wholeheartedly support it."		1448	20
https://www.youtube.com/watch?v=CXYGOpcNNSQ	kiyomi	http://www.youtube.com/channel/UCwqdfzZsnVTWfZNfsd66CBA	2021-11-16T05:57:07Z	As if dragonspine wasn't already a pain, now there's snowstorms too 😭		5	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	tran ba thy	http://www.youtube.com/channel/UCIb1mySKMhCsOuyUS4tK1Ag	2021-11-28T05:48:39Z	"1:18 Itto: It's SHOWTIME!
         Me: Ryuji, is that you?!"		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	❀ • Youth ~ •	http://www.youtube.com/channel/UChKMvcaC06y5g_LQ2DJnyWQ	2021-11-17T17:33:05Z	When albedo's banner comes, i'll get him and use Chongyun's E skill to make a Cryo Albedo.		5	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Thriller Thrinklet	http://www.youtube.com/channel/UCYYHRYRLvuqJWZoDBdIZBlw	2021-11-29T15:18:33Z	If u look from the time albedo attacked the knights, they didn't made an animation where we can see albedo's neck mark		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Kageki 2265	http://www.youtube.com/channel/UCajPHc-L24hKrJzpSZyNW9A	2021-11-13T08:43:52Z	"Mihoyo: **Make us fight Albedo**
Klee mains: **Sad boom boom bakudan**"		1803	10
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Bamboozed	http://www.youtube.com/channel/UCuVnntngg1Auerda_iZq2bw	2021-11-19T15:18:35Z	I can't stop watching this! Albedo and his story line is my favorite in the game so far!!! AHHHHHH AND ITTO IS SO GODDAMN COOL!		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	ЮмиГав	http://www.youtube.com/channel/UCFOJBRHNYFB30lMdxCm64zw	2021-11-15T12:30:42Z	"Этот ивент с Альбедо..он...ПРЕКРАСЕН 
жду , жду ,жду"		17	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	vinasu maaj	http://www.youtube.com/channel/UCutdSfMihtYW5Nj3jMWF5cQ	2021-11-15T23:27:51Z	Amber: ""Let's combine our forces and make ourselves a huge snowman!"" Kokomi to Gorou: ""Write that down WRITE THAT DOWN!""		7	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	galaxy crafts	http://www.youtube.com/channel/UCaCtr69eA8AqZKnSKMjZtwg	2021-11-15T13:47:11Z	i really hope we learn more about albedo, alchemy and khaenri'ah :))) so excited for the event		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Yes.	http://www.youtube.com/channel/UCjThtjuDHXex0E96XCJ5t9w	2021-11-13T07:22:31Z	"Player: Already suffering on Inazuma
Mihoyo: *""Let's make them remember their suffering on Dragonspine""*"		3577	16
https://www.youtube.com/watch?v=CXYGOpcNNSQ	froggie.	http://www.youtube.com/channel/UCZy1-a6NxSrh48h34G_hmMg	2021-11-16T16:01:47Z	if you pause at the right time, when albedo attacks the first time, he’s smirking-		2	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	lurker782	http://www.youtube.com/channel/UC8sisI_18a25_fJVuPV4dyw	2021-11-16T05:13:34Z	i havent played in months but im coming back for my boy albedo!!! best questline and soundtrack ever		2	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	deathstroke	http://www.youtube.com/channel/UCGdCFXvCUzNU-lFf0gqif1Q	2021-12-01T01:43:14Z	I wish we could convert mora to primogems		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	I am not gonna invade your property	http://www.youtube.com/channel/UCZIEd_47ybCRLNL9QIfn8nQ	2021-11-15T02:41:42Z	This takes the ""evil"" meme to a whole new level is gonna be what everyones gonna say when the albedo boss fight releases		4	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Nyah NyahNyah	http://www.youtube.com/channel/UCIL_c1Vzt9hNfPBx80HY_KQ	2021-11-20T13:55:37Z	This trail is freaking bomb 😭 to purchase to not to purchase primos that is the question		2	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	 Wish Blossom	http://www.youtube.com/channel/UCEz2SQtWJGJe0WwnLO6ur5g	2021-11-24T16:46:57Z	they should also make movie or series on the game it will be record breaking		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Draconic the Moe Lion	http://www.youtube.com/channel/UCmvQS6wjTaEATs-dzDv-nVA	2021-11-20T02:46:38Z	This... actually looks really good.		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Kelsey Guo	http://www.youtube.com/channel/UC466nQpvxQEDV1idORY4TSg	2021-11-18T08:18:17Z	This is just a guess but maybe the real Albedo got trapped under the avalanche and now an impersonator is going around as him and causing trouble		2	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Hưng Khánh	http://www.youtube.com/channel/UCK91ZmkdeiFvJrAmuxeHOig	2021-11-12T12:51:54Z	"Albedo in the trailer: Shoot ice shards and summon huge ice spikes

Albedo in gameplay: Geo Flowers go brrrrr"		5221	20
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Григорий Григорьев	http://www.youtube.com/channel/UCcnzqhdRn1CCF8ovOxquWvw	2021-12-01T08:41:23Z	Михоё явно постарались. Столько трешовых ивентов было за ласт 2-3 месяца. А этот прям шик. Албебра, что в прошлый раз был с чёткой обновой, что сейчас. Кто-то явно любит альбебру и продвигает его		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Fermanda fer	http://www.youtube.com/channel/UCjzQWaeQeIjyeYxDk_L-xjQ	2021-11-15T00:18:50Z	"Espero q dps o albedo vire e fale ""hahaha era só brincadeirinha""
Mihoyo n transforme o albedo em vilão pfv 😭😭"		0	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Chelly	http://www.youtube.com/channel/UCp3LVgzqbLXMEMqErg5d6Og	2021-11-18T17:58:07Z	"Okay but can we talk about albedo's pose when he threw his ice attack

He was just🕺"		7	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	staynayo	http://www.youtube.com/channel/UCfGc7PxyeXLikSc1FLjloAQ	2021-11-18T08:26:45Z	The transition of the electric guitar in the first half was solid!!		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Sonia’s Way	http://www.youtube.com/channel/UCnHYomkrBLoLDv3MD2It3ew	2021-11-13T00:02:07Z	"“Dragonspine is more dangerous than ever”
Klee mains : Bom bom bakudan"		3206	12
https://www.youtube.com/watch?v=CXYGOpcNNSQ	Artamist	http://www.youtube.com/channel/UCFjdXPD6UHXFhcsG8pZiybA	2021-11-16T23:12:34Z	this is so exciting, cant wait !		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	MEGHA PAWAR	http://www.youtube.com/channel/UCZeHB17lMKrW7FPnk7K1yDw	2021-11-22T06:00:36Z	Welcome 2.3. Let's see what's in store for us.. Hoping to enjoy this time too!		1	0
https://www.youtube.com/watch?v=CXYGOpcNNSQ	flopxzy	http://www.youtube.com/channel/UCUSvKn-cLoOLsXQlyi4HCPQ	2021-11-23T15:38:52Z	I DON'T WANT ALBEDO TO DIE, AMBER AND EULA WERE SO HAPPY I CRY		1	0
